,Tweets,class
457,the u s  and u k  plan to review suspected cases of serious vaccine side effects for potential payouts  while norway has already awarded damages https   t co ,1
239,children were nearly four times as likely to be hospitalized with covid  during omicron wave compared to delta https   t co ilkfmmtfkf https   t co ,1
302,new evidence cv is an escaped experiment  u s  funded wuhan lab,0
287,the coronavirus covid  pandemic  the real danger is  agenda  ,0
63,there is no link between the coronavirus and  technology ,0
22,are hand dryers effective in killing the new coronavirus ,0
533,perspective   i survived covid   but my career at this company might be dead  https   t co ,1
542,covid  live updates  u s   who ramping up vaccine aid to african countries https   t co ,1
341,ireland will end social distancing in schools and lift its mask requirement  in all settings where currently regulated   officials said  the new guidance takes effect on monday  https   t co ,1
799,the flu kills more people than covid   at least so far  why are we so worried about covid   shouldn t we be more focused on preventing deaths from the flu ,0
531,opinion by leana wen  congress needs to fund biden s request for covid  resources https   t co ,1
322,new zealand is experiencing a major covid outbreak driven by the omicron variant  with more than   new cases on thursday compared with only a few hundred daily cases earlier in the pandemic  https   t co ,1
665,open windows  don t share food  here s the u s  government s coronavirus advice ,0
593, i have a mark that can never be erased    in somaliland  young women have been challenging the practice of female genital mutilation  which has deep cultural roots there  but covid  complicated prevention efforts as girls were kept home by lockdowns  https   t co  https   t co xqyobjvigy,1
617,zimbabwe s leading opposition figure nelson chamisa drew thousands of cheering supporters to his first political rally since forming a new party weeks ago  the country is gearing up for elections that have been postponed due to covid   https   t co ,1
166,are chloroquine hydroxychloroquine and azithromycin safe and effective for treating covid  ,0
1119,how smoking  vaping and drug use might increase risks from covid ,0
358,here are the drugs  vaccines and therapies in development to tackle covid ,0
286,this comes as incidents of disruptive passenger behavior on flights has spiked during the covid  pandemic  with the faa receiving a record   reports of unruly passengers in  https   t co qwndldgdlg,1
939,coronavirus death rate  what are the chances of dying ,0
468,senate democratic leaders were struggling to pass a stopgap bill keeping the government funded beyond friday  as tussles over proposed gop amendments related to drug paraphernalia and covid  vaccine mandates remained unresolved https   t co ,1
414,white house officials had hoped to focus the state of the union on covid  recovery and president biden s accomplishments  now a foreign policy crisis will be front and center  https   t co ,1
361,the supreme court on friday denied an emergency request that it consider an appeal by a group of new york city teachers seeking to block a vaccine mandate over what they said was a discriminatory religious exemption policy  https   t co ,1
10,the covid  pandemic may have been three times deadlier than the reported death toll suggests  https   t co ,1
104,the timeline for when children younger than  in the united states might start receiving covid  vaccinations has just been pushed back  https   t co ,1
367,how severe is covid  infection ,0
576,queen elizabeth ii met with canadian prime minister justin trudeau  smiling and greeting him in front of a large bouquet of blue and yellow flowers  the colors of the ukrainian flag    it was her first in person engagement since recovering from covid   https   t co ,1
90,at their peak  weekly pediatric covid  hospitalization rates were four times higher during a period of omicron dominance than during a period of delta dominance https   t co ,1
295,covid  and the cia s biological warfare on cuba,0
384,novavax s long awaited covid  vaccine is moving toward u s  authorization  if the shot is rolled out in the u s   it could boost vaccination efforts that have flagged among the hesitant  according to novavax and doctors  https   t co ,1
183,coronavirus vitamin solution not revealed by the mainstream media or government health agencies,0
64,no one is using the coronavirus crisis as an excuse to impose mass vaccinations ,0
264,no vaccine  no job  eugenicist bill gates demands  digital certificates  to prove coronavirus vaccination status,0
2,britain s queen elizabeth ii cancels virtual engagements for today as she still has  mild  covid  symptoms  buckingham palace says https   t co ,1
144,germany approves trials of covid  vaccine candidate,0
210,every member of congress will be allowed to attend president joe biden s first state of the union address on march   according to multiple reports  after biden s address to a joint session of congress last spring was limited to just  people because of covid  protocols  https   t co ,1
800,should i get a flu shot ,0
207,americans have less confidence in scientists than they did before the covid  pandemic began in   and trust has steadily declined over the course of the pandemic  a new pew research poll finds  https   t co ,1
567,on the two year anniversary of the start of the pandemic  people in the u s  are shedding their masks and getting back to normal as covid  deaths and cases plummet   in the last six weeks  according to centers for disease control and prevention data  https   t co ,1
113,coronavirus disease  covid    symptoms and treatment,0
931,go ahead and open that package from china  coronavirus doesn t spread by mail ,0
345,origin of covid   ecological  historical  and geopolitical,0
312,a group of truckers protesting covid  mandates started to encircle washington  d c   on sunday  but the convoy stayed in maryland after organizers said they did not intend to drive into the nation s capital  https   t co ukouoecitg https   t co ,1
308,breaking news  the global covid  death toll surpassed six million people  public health experts say the true count will never be known  https   t co  https   t co ,1
179,no  megadoses of vitamin c will not cure coronavirus,0
677,will most of the world stop employing extraordinary public health measures to slow the spread of covid  by the end of the year  find out what the experts have to say   https   t co ueyhfwrvoi,1
341,fake coronavirus vaccines and repurposed drugs are being sold on the dark web,0
625,about   of the nearly   million in contributions to campaigns supporting the canadian protests against covid  restrictions that blocked major border crossings came from u s  donors  an  ap review found  https   t co ,1
30,are antibiotics effective in preventing and treating the new coronavirus ,0
47,new york city plans to soon lift one of its covid  vaccine requirements for indoor activities  but brooklyn nets guard kyrie irving  who is unvaccinated  still won t be able to play home games due to the city s workplace vaccine mandate  https   t co ,1
269,in this segment of  whatsahead   steveforbesceo makes the case for why covid  mandates and lockdowns should be ended now  https   t co ,1
244,behind the coronavirus,0
316,los angeles county will lift nearly all of its indoor mask and vaccine verification requirements starting on friday  local officials announced  https   t co ,1
88,while protesters objecting to covid  safety measures continue to idle trucks and camp out in downtown ottawa  other blockades situated at the canadian us border this week are standing down  https   t co mbzfsodzdu,1
659,novavax says its covid  vaccine is proving safe and effective for kids as young as   the maryland based company s vaccine has been cleared for use in adults in parts of the world including britain and europe  and is under review in the u s  https   t co ,1
534,bill gates worked to end livestock production  pushed lab grown meat,0
986,can someone who has been quarantined for covid  spread the illness to others ,0
588,pfizer s new covid  pill can take months to make  company officials say they plan to expand production this year   why does it take so long   thpmurphy explains  https   t co mqpgawxmii https   t co ,1
167,the white house s new  national covid  preparedness plan   unveiled wednesday  focuses heavily on prevention amid declining numbers of cases  and looks forward to future variants after the biden administration was criticized for getting caught off guard by the omicron surge  https   t co swysfbzukp,1
490,news media attacks vitamin c treatment of covid  coronavirus,0
362,coronavirus booster shots lose much of their potency after about four months  raising the possibility that some people may need a fourth dose  new cdc data suggest  https   t co  https   t co ,1
1096,investigation of a covid  outbreak in germany resulting from a single travel associated primary case  a case series,0
60,neil cavuto  an immunocompromised fox anchor who has dissented from the loudest voices at the right wing network and spoken out in favor of covid  vaccines  has revealed he was hospitalized for weeks with a serious case of coronavirus and nearly died  https   t co ,1
656,bringing in more than   people for the winter olympics poses risks for a country determined to keep covid  out  one week into the  day event  china appears to be meeting the challenge with a bubble that restricts the movement of participants  https   t co ,1
159,the white house is unveiling a new covid  strategy  here s what you need to know  https   t co  https   t co ,1
1106,do i need to wash fruits and vegetables with soap and water ,0
229,the cdc announced tuesday it changes guidance for cruising for the second time in less than a week  the agency eased its warning about covid  risk  citing a lower number of covid  cases reported on vessels recently  https   t co  https   t co ,1
858,no   is not causing coronavirus  or anything else ,0
258, what are the odds     a timeline of facts linking covid   hiv    wuhan s secret bio lab,0
481,the pace and severity of hong kong s current covid  outbreak  the largest since the pandemic began  has outgrown the city s capacity  officials said   we cannot surrender to the virus  this is not an option   https   t co pexxwnbgtj,1
69,the antiparasitic drug ivermectin doesn t prevent severe disease from covid  any more effectively than symptom management and close observation by medical professionals  according to a new study https   t co ,1
568,how has the covid  pandemic changed after two years   more places are shifting to a return to normal  safe  effective vaccines have been developed  questions remain  but experts know a lot more about the virus  https   t co ,1
416, can i really stop tracking these cases    covid  contact tracers are finding their jobs have changed as countries shift strategies for omicron https   t co ,1
630,israel s prime minister says the country s coronavirus vaccination  green pass  system will be suspended as new daily cases of covid  continue to decline  https   t co ,1
336,eating bananas is a preventative against the covid  coronavirus disease,0
963,coronavirus may never go away  world health organization warns,0
17,drinking alcohol does not protect you against covid  and can be dangerous,0
201,overhyped coronavirus weaponized against trump,0
601,virus update     cdc to significantly ease pandemic mask guidelines    german health minister warns the pandemic is not over     hong kong s virus cases top       canada authorizes first plant based covid  vaccine   follow all  ap coverage  https   t co ,1
250, and  respirator masks reduce the odds of testing positive for covid  by   compared to   for surgical masks and   for cloth masks  according to a real world study  https   t co ,1
24,antiviral medication orders for the white house s covid  test to treat program are underway   https   t co ,1
639,u s  health authorities are advising americans to avoid traveling to south korea as the country reported its highest number of covid  deaths in a month during a fast developing omicron surge  https   t co rstyafebed,1
705,what is contact tracing  why is it important  and how is it done ,0
155,the white house is unveiling a new covid  strategy  here s what you need to know  https   t co  https   t co ,1
1090,who is most likely to be infected with sars cov  ,0
508,messenger rna vaccines  protection against covid  hospitalization remained strong overall after three doses but did wane over time  the cdc said friday  reporting results from a study https   t co ,1
1032,what treatments work ,0
688,do we know if the virus can enter through the eye  ,0
609,yes  the coronavirus could have been completely synthesized in a lab without leaving a trace,0
217,doctor vladimir zelenko  i treated  coronavirus patients with   success using hydroxychloroquine sulfate,0
238,children and adolescents were nearly four times more likely to be hospitalized due to covid  associated complications during this winter s omicron fueled wave compared to the period of delta predominance  according to the cdc  https   t co ,1
583,more covid  prevention measures are going away in new york city and los angeles as big cities push for normalcy after two grueling years of the pandemic  https   t co yrnyrnqyan,1
421,the pace of covid  booster shots is slowing as the omicron surge fades  fueling concerns that americans could be more vulnerable if a new variant emerges https   t co kodgkqurkh,1
518,the federal government recorded a monthly surplus in january for the first time since the covid  pandemic began  showing spending on emergency programs is receding https   t co ,1
67,migrants are not bringing covid  to europe ,0
911,what should i do if i have come in close contact with someone who has covid   ,0
176,queen elizabeth appears to be on the mend after testing positive for covid  https   t co  https   t co ,1
188,pandemic reveals alarming absence of ethics in china s virology labs  experts,0
74,new lab experiments from japan show that ba  may have features that make it as capable of causing serious illness as older variants of covid   including delta   the findings were posted as a preprint study on the biorxiv server  before peer review  https   t co ,1
620,breaking  surgeon general vivek murthy announced that he and his young family have covid  despite their best efforts to avoid infection by getting vaccinated and taking other precautions  https   t co ,1
465,ventilator vs  respirator  quarantine vs  isolation  covid  pandemic terms  defined,0
744,early herd immunity against covid   a dangerous misconception,0
456,to minimize coronavirus risk  use alcohol for sanitizing  not for drinking,0
436,coronavirus  what are social distancing and self isolation rules ,0
553,covid  live updates  white house says no rift with blue states dropping school mask mandates  https   t co ,1
548,covid  live updates   freedom convoy  style protests against vaccine mandates reach europe and beyond  https   t co lbtwrbxtvx,1
34,what s the  new normal     in the sunday edition of cnn s  things podcast  elizabeth cohen explains the biden administration s new plan to combat covid  and what the data tells us about the reality of this moment    listen here  https   t co  https   t co ,1
967,hair weave and lace front made in china may contain coronavirus,0
569,a word on coronavirus,0
134,hawaii plans to drop the nation s last remaining statewide indoor mask mandate later this month  gov  david ige  d  announced tuesday  as covid  infections have plunged since january but ige cautioned hawaii is ready to institute a new mandate if infection rates surge again  https   t co ,1
678,we asked dozens of experts whether most countries will still be employing extraordinary public health measures to slow the spread of covid  at the end of   read their responses here   https   t co ,1
487,levi s president jennifer sey said she has left the apparel giant  citing clashes with colleagues  including the company s ceo  over her public views regarding covid  restrictions in schools https   t co nijxavwzsw,1
1148,coronavirus vaccine research is moving at record speed,0
27,what does the pandemic s  new normal  mean for you    if you missed the sunday edition of cnn s  things podcast  elizabeth cohen examines what the next phase of covid  could look like with the biden administration s new plan  listen here  https   t co  https   t co ,1
455,a hospital says consuming alcohol kills the coronavirus,0
119,marg makins  family has been in the trucking business for generations  as she watches the crowds of truckers protest vaccine mandates across canada  she wants to tell them about her son who died from covid   https   t co ,1
620,new u s  analysis finds that lab in wuhan  china was  most likely  origin of coronavirus release,0
471,goldman sachs thursday plans to issue its first long term business forecast since the pandemic upended its  prediction  https   t co ,1
299,democrats abruptly scrapped a    billion emergency response package meant to help fund the biden administration s new covid strategy  https   t co ,1
685, covid  may be shrouded in uncertainty  but one thing is certain  another pandemic is always around the corner   https   t co ,1
631,rudy giuliani hint possible investigation into obama approval of    million nih grant to wuhan lab in ,0
933,who made coronavirus  was it the u s   israel or china itself ,0
170,what is convalescent plasma  how could it help people with covid  ,0
327, thanks to the progress we have made this past year  covid  need no longer control our lives   president biden said in his  sotu address  but  because this is a virus that mutates and spreads  we will stay on guard   he added  https   t co  https   t co mtqvrzyywm,1
20,starting thursday  the us territory in the caribbean will no longer require that domestic travelers provide proof of vaccination or take a covid  test before arrival  https   t co ojjjhkltot,1
149,the cdc reports a covid  vaccination disparity between rural and urban areas  with   of residents of urban counties having received at least one dose as of the end of january compared to just   in rural counties  https   t co  https   t co ,1
640,breaking  canadian prime minister justin trudeau says he has invoked emergency powers to try to quell protests over covid  restrictions that have paralyzed ottawa and blocked border crossings   https   t co ,1
497,hong kong residents are chafing at life under new restrictions  the toughest since the covid  pandemic began  even as much of the world is starting to move on https   t co ,1
560,on january   rilu  an  year old endangered snow leopard  died from covid  complications  rilu s death is an example of reverse zoonosis when humans transmit a pathogen back to animals   https   t co ,1
510,about   new york city workers are set to lose their jobs for not complying with covid  vaccinate requirements for city employees  representing about    of a roughly   person workforce https   t co ,1
102,new evidence  coronavirus  bioweapon  might have been a chinese vaccine experiment gone wrong  genes contain  pshuttle sn  sequences  proving laboratory origin,0
633,a showdown appears to be shaping up in ottawa s nearly three week siege by truckers protesting the country s covid  restrictions as police in the capital warned drivers wednesday to leave immediately or risk arrest  https   t co ,1
478,chinese leader xi jinping told hong kong s government to control a spiraling covid  outbreak that has overwhelmed the city s healthcare system https   t co ,1
395,covid    the fight for a cure  one gigantic western pharma rip off,0
941,coronavirus  how long does it take to recover ,0
492,three intravenous vitamin c research studies approved for treating covid ,0
611,virologists are lying about the origins of coronavirus  yes  the coronavirus contains gain of function gene sequences that were inserted into the virus,0
424,a senior estée lauder executive has apologized for posting a meme on his personal instagram account that contained a racial slur and a joke about covid  https   t co ,1
423,covid  brought some families together and divided others  as case counts fall  many people want a fresh start but are unsure how to begin  https   t co ,1
451,heard on the street  hong kong s covid  strategy is unraveling and the city is likely to witness significant fatalities soon  how the city reached this point says a lot about its changing politics and future as a business hub  https   t co ,1
726,does the covid  pandemic automatically mean setbacks for ongoing global health programs ,0
422,sanctions are adding strain on the global aviation industry  which is just starting to emerge from two years of travel restrictions related to covid  https   t co owpiebocvx,1
343,no evidence that flu shot increases risk of covid ,0
412,it is proved  the coronavirus is artificially created and is combat,0
857,  the fifth generation wireless technology  cause the novel coronavirus,0
394,new applications for unemployment benefits fell to   and remained near historically low levels as the labor market stays tight following a decline in covid  cases https   t co ,1
22,at least half of the women surveyed by cnn believe it is time to learn to live with covid ,1
116,canadian truckers clogging key routes between canada and the us over their opposition to covid  mandates say they re not going anywhere in an act of defiance with rippling effects on both sides of the border  https   t co ,1
85,while protesters objecting to covid  safety measures continue to idle trucks and camp out in downtown ottawa  other blockades situated at the canadian us border this week are standing down https   t co ,1
21,the new coronavirus cannot be transmitted through mosquito bites,0
261,rush limbaugh makes obvious point that wuhan coronavirus might have been a chinese bioweapon that escaped from the lab,0
294,the justice department named kevin chambers on thursday to lead its efforts to pursue cases of fraud and attempted fraud related to at least   billion in covid  relief funds   https   t co ,1
71,us surgeon general dr  vivek murthy announced friday that he has tested positive for covid  https   t co ,1
38,china seek for court s approval to kill the over   coronavirus patients to avoid further spread of the virus,0
561,on january   rilu  an  year old endangered snow leopard  died from covid  complications  rilu s death is an example of reverse zoonosis when humans transmit a pathogen back to animals   https   t co ,1
1062,the coronavirus is a us biological weapon to reduce the planet s population,0
1088,critically ill patients with covid  in new york city,0
333,many public health experts are concerned that the end of the omicron surge is incorrectly being conflated with the end of the pandemic   things are improving  but we still aren t at a point where we re getting out in front of this   said one expert  https   t co ,1
474,coronavirus explained  symptoms  lockdowns and all your covid  questions answered,0
757,truth tracker   plandemic  video full of false conspiracy theories about covid ,0
27,can regularly rinsing your nose with saline help prevent infection with the new coronavirus ,0
456,a review to decide whether americans need a fourth covid shot is under way https   t co ,1
896,can eating garlic help prevent infection with the new coronavirus ,0
282,the coronavirus  connection and coverup,0
1070,coronavirus is a us tool to disrupt chinese production,0
16,russia s invasion of ukraine is causing a devastating humanitarian crisis in the country  with at least two million people fleeing into neighboring countries and the who warning that the deteriorating conditions will make it easier for covid  to spread https   t co ,1
747,to beat covid   social distancing is a must,0
646,breaking  police have moved in to clear and arrest protesters opposed to covid  vaccine mandates and other restrictions near the ambassador bridge  a key u s  canadian border crossing  fewer than a dozen people blocked the road at the time  https   t co ,1
737,promising signs of protective antibodies,0
1005,plandemic,0
437,coronavirus symptoms  what are they and how do i protect myself ,0
605,u s  health officials say some people getting pfizer or moderna covid  vaccines should consider waiting up to eight weeks between the first and second doses  that s instead of the three or four weeks previously recommended  https   t co ,1
595,nearly half of the  million free covid  tests made available by the biden administration have not been claimed as virus cases plummet and americans test less   the white house sees the program as a step toward a plan that can handle surges in demand  https   t co ,1
522,the eu is selfish and betrays its own values,0
612,should  death science  operatives like dr  fauci face the death sentence if found guilty of collaborating to build the wuhan coronavirus bioweapon ,0
387,new zealand becoming police state  covid  lockdown to be taken seriously  but reporting neighbors   abuse of power goes too far,0
127,new york gov  kathy hochul will end the state s strict covid  mitigation requirements for businesses wednesday  three people briefed on the decision told the new york times https   t co ,1
1,the white house unveiled a plan to move the nation to a new stage of the pandemic where covid   does not disrupt our daily lives  https   t co ,1
112,top  best coronavirus infection prevention treatments,0
171,queen elizabeth appears to be on the mend after testing positive for covid  https   t co  https   t co xvfwxynjmp,1
129,the department of justice said thursday it had brought civil and criminal enforcement actions involving   billion worth of alleged fraud stemming from congress    trillion coronavirus relief bill passed in march  and appointed a director of covid  fraud enforcement  https   t co ,1
1118,what symptoms to be on the lookout for and how to protect yourself from coronavirus,0
281,boston mayor michelle wu announced tuesday the city will lift its proof of vaccination requirements for indoor public places once certain covid  case and hospitalization thresholds are met  making it the latest to do so as the rate of new infections declines nationwide  https   t co tkgrrilruq,1
926,ceo resignations are linked to global conspiracy,0
350,dr  rochelle walensky  director of the cdc  said the agency would soon issue new guidance  including on masks  for the next phase of the pandemic  https   t co  https   t co ,1
645,in the news  coronavirus and  alternative  treatments,0
271,is coronavirus a manufactured bioweapon that chinese spies stole from canada ,0
53,covid and the terror of uncertainty,0
339,a flight attendants  union is pushing the biden administration to extend the u s  mask mandate for air travel  which is due to expire next month  until more people are vaccinated against the coronavirus  https   t co cfgndfdmlx,1
443,the u k  will lift all remaining covid  restrictions in england this week  including a legal requirement that those infected with the virus self isolate  as prime minister boris johnson looks to fully reopen the british economy and society https   t co vxgboskpak,1
1091,use of herbal drugs to treat covid  should be with caution,0
420,a nobel prize winning immunologist has not said coronavirus is manmade  as claimed,0
140,the world health organization said  it supports  broad and urgent access  to covid  booster shots  after previously opposing wealthy countries administering booster shots  as global vaccine supply improves  https   t co znpyyyqnhb,1
541,the oscars will require covid  vaccination for audience members  but not presenters or performers https   t co ,1
490,levi s president jennifer sey said she has left the apparel giant  citing clashes with colleagues  including the company s ceo  over her public views regarding covid  restrictions in schools https   t co ,1
232,levi strauss  chief marketer jennifer sey has resigned from her position  claiming she was forced out after voicing her opinion that schools should remain open during the covid  pandemic https   t co ,1
618,some people are burning  towers out of concern the electropollution might be worsening the coronavirus outbreak,0
0,the global covid  death toll hits a new grim milestone  surpassing  million  as the world health organization s chief urges people to stay cautious and governments to  stay the course  https   t co ,1
225,as states and cities across the country lift mask mandates and proof of vaccination requirements amid a decline in new covid  cases  a new poll by apolitico morning consult shows how voters feel about the shift  https   t co  https   t co ,1
46,the effectiveness of the pfizer biontech covid  vaccines for children waned quickly during the omicron surge  but was still protective against severe disease  according to new data from the new york state department of health  https   t co ,1
849,bill gates   the vatican agenda  vaccinate  million by   coronavirus vaccine   depopulation,0
596,is omicron leading us closer to herd immunity against covid   experts say it s not likely that the highly transmissible variant   or any other variant   will lead to herd immunity     here s why  https   t co ,1
198,health service leaders have called on the british government to release evidence behind its controversial new  living with covid  policies https   t co ,1
196,nyu professor notes coronavirus may be  bi phasic like anthrax   it s time to press the chinese for more answers,0
1054,there is not the slightest trace of a coronavirus pandemic,0
543,a pair of new whistleblower complaints allege facebook misled investors about its efforts to combat climate change and covid  misinformation https   t co yapjzstcrh,1
70,the us military has approved religious exemptions to its covid  vaccine mandate for  service members out of approximately   requests  according to the latest data from the services https   t co ,1
29,the study found the brains of those who had covid  had a greater loss of grey matter and abnormalities in the brain tissue compared with those who didn t have covid   many of those changes were in the area of the brain related to the sense of smell  https   t co ,1
178,novel coronavirus   the latest pandemic scare,0
448,uv light injections are not a common medical treatment   or a covid  cure,0
687,fauci doesn t see vaccine by fall even at current  top speed ,0
103,walmart updated its covid  policy for us associates friday  dropping its mask mandate and covid  sick leave policy  the company announced in a memo viewed by cnn business https   t co ,1
850,the u s  department of homeland security preparing to mobilize the national guard to enforce a nationwide quarantine,0
146,the global death toll from covid  passed  million monday  a bleak milestone as a growing number of countries around the world drop all pandemic restrictions and prepare to live with the virus https   t co ,1
150,florida governor desantis scolds students for wearing face masks to prevent covid  https   t co  https   t co ,1
760,what do i need to know about washing my hands effectively ,0
375,do persons suffering from pollen allergy or allergies in general have a higher risk to develop severe disease when having covid  ,0
619,police in ottawa took control of the street in front of parliament hill which has been occupied by protesters and their trucks since late last month  raising authorities  hopes for an end to the three week protest against canada s covid  restrictions  https   t co iatovtyzsr,1
361,bill gates  here s what you need to know about the covid  vaccine ,0
571,china is tackling a covid  spike with selective lockdowns and other measures that appear to slightly ease its draconian  zero tolerance  strategy  the  latest cases are quadruple what the mainland had a week ago  https   t co ,1
884,you can recover from the coronavirus disease  covid    catching the new coronavirus does not mean you will have it for life ,0
245,hold your breath   coronavirus is coming ,0
128,alex jones is told to stop selling sham anti coronavirus toothpaste,0
284,johnson  amp  johnson temporarily halted production of its covid  vaccine late last year  reports claim  https   t co ,1
253,is coronavirus a manufactured bioweapon that chinese spies stole from canada ,0
191,liberal harvard professor may have been behind coronavirus,0
1034,dr  osborne recommended boosting immunity to prevent the virus by taking   ius of vitamin d a day for three days ,0
26,do vaccines against pneumonia protect you against the new coronavirus ,0
62,neil cavuto  an immunocompromised fox anchor who has dissented from the loudest voices at the right wing network and spoken out in favor of covid  vaccines  has revealed he was hospitalized for weeks with a serious case of coronavirus and nearly died  https   t co otvvqlbyix,1
879,covid  is not transmitted through houseflies,0
992,how to protect yourself   others,0
942,coronavirus lockdown  when will it end and how ,0
550,how coronavirus started and what happens next  explained,0
17,the florida department of health released new guidance tuesday that says healthy children between the ages of  to  do not need to get the covid  vaccine  https   t co ,1
513,athletes at the winter olympics get no cheering crowds and endure confinement for positive covid  tests   i want all this to end   https   t co ,1
642,in his first year  biden has acted to crack down on guns without serial numbers  worked to tighten regulations on pistol stabilizing braces and encouraged cities to use covid  relief dollars to help prevent gun violence   but any major legislation hasn t left the drawing board ,1
1051,coronavirus and the horizons of a multipolar world  the geopolitical possibilities of epidemic,0
749,covid  a reminder of the challenge of emerging infectious diseases,0
297,a caravan of vehicles that had driven across the u s  to protest vaccine mandates and other covid restrictions reached the capital region this week  but as the convoy circled the city  downtown washington  d c   was business as usual  https   t co ,1
220,national basketball association commissioner adam silver questioned a new york city covid  vaccine requirement wednesday that bars brooklyn nets star kyrie irving from playing in home games  https   t co ,1
182,after several attempts at getting people to go back to their offices only to be thwarted by the covid  surges  including the delta and omicron variants it may finally happen https   t co hxsecdadno,1
243,protect yourself from the coronavirus  or any virus ,0
603,is omicron leading us closer to herd immunity against covid   experts say it s not likely that the highly transmissible variant   or any other variant   will lead to herd immunity     here s why  https   t co ,1
262,canadian truckers protesting canada s covid  vaccine mandates have raised    million usd  more than half of the amount they aim to raise  on givesendgo  a christian crowdfunding site  https   t co ,1
568,coronavirus update  covid  ,0
23,can an ultraviolet disinfection lamp kill the new coronavirus ,0
1052,phenomena of coronavirus crisis,0
680,the store is out of hand sanitizer  should i make my own ,0
627,paid for the damn virus that s killing us   giuliani rips fauci over grants to wuhan laboratory,0
364,is this virus comparable to sars or to the seasonal flu ,0
111,novel coronavirus   the latest pandemic scare,0
938,how deadly is coronavirus ,0
349,an omicron subvariant that scientists believe is even more contagious is on the rise  the who said  it has become dominant in several asian countries  but a decline in coronavirus testing is muddling the global picture  https   t co ,1
45,the effectiveness of the pfizer biontech covid  vaccines for children waned quickly during the omicron surge  but was still protective against severe disease  according to new data from the new york state department of health  https   t co ,1
39,the us centers for disease control and prevention has released a new measure for determining covid  community levels    https   t co ,1
139,the world health organization said tuesday it supports  broad and urgent access  to covid  booster shots  after previously opposing wealthy countries administering booster shots  as global vaccine supply improves  https   t co whfhcroiiz,1
842,with social distancing rules in place  libraries  recreational sports and bigger sports events  and other venues parents often take kids to are closing down  are there any rules of thumb regarding play dates  i don t want my kids parked in front of screens all day,0
106, over the past two years  the african continent has gotten smarter  faster  and better at responding to each new surge in cases of covid    said who regional director for africa  dr  matshidiso moeti  https   t co wjbtsfbayn,1
517,health officials and epidemiologists are working out how quickly the u s  should dial back covid  restrictions while also preparing for an uncertain future living with the virus and its variants https   t co iqebzfopnh,1
301,fact checking the fact checkers  bill gates     vaccine microchips,0
209,ivermectin  an antiparasitic drug used by former president donald trump to treat covid  and promoted by some republican legislators  was the focus on a study by the journal of the american medical association  read what researchers found  https   t co  https   t co ,1
826,treatments for covid ,0
505,americans are paying about twice as much for gasoline now as they were early in the covid  pandemic  and the high price is costing consumers away from the gas pump  too  https   t co ,1
138,the world health organization said  it supports  broad and urgent access  to covid  booster shots  after previously opposing wealthy countries administering booster shots  as global vaccine supply improves  https   t co ,1
196,after several attempts at getting people to go back to their offices only to be thwarted by the covid  surges  including the delta and omicron variants it may finally happen https   t co ,1
1146,developing an effective coronavirus treatment could be the key to fighting the disease  experts say,0
210,coronavirus may have originated and escaped from china s only stage  bioresearch lab,0
152,a new study of  patients suffering from long covid revealed that   had at least one diagnostic test finding consistent with nerve damage https   t co ,1
750,vaccine hesitancy post covid   will our memory fade or last ,0
42,president biden says americans will be able to order additional free covid  tests starting next week  sotu https   t co ,1
98,the wuhan virus escaped from a chinese lab,0
641,the coronavirus has been  released  by china  it was purposely propagated by the chinese themselves ,0
29,does the new coronavirus affect older people  or are younger people also susceptible ,0
219,a conservative political action committee is now recruiting participants for american truck convoys to protest covid  lockdowns and mandates https   t co  https   t co ,1
581,death rates remain high in eastern europe  a region that is now seeing more than  million refugees arrive from war torn ukraine  a country with poor vaccination coverage and high rates of covid  cases and deaths  https   t co naxqhrzrit,1
429,molecular biologist says covid  could have leaked from wuhan biolab,0
514,school districts around the u s  are rapidly rolling back covid  policies  with many eyeing a return to more normal classroom life and operations as infection rates fall and fewer students and teachers miss class https   t co ,1
256,a newly published study suggests a link between vitamin d deficiency and severity of disease from covid  infection  https   t co ksnzoarmpc,1
239,is  a deadly trigger for the coronavirus ,0
818,how long after i start to feel better will be it be safe for me to go back out in public again ,0
801,who is at highest risk for getting very sick from covid  ,0
3,britain s queen elizabeth tests positive for covid  and is experiencing mild cold like symptoms  buckingham palace announces https   t co ,1
856,covid  is no worse than other outbreaks that have occurred in  every election year   suggesting that the new coronavirus is being  hyped  to hurt president donald trump ,0
947,vitamin c and covid  coronavirus,0
449,an obstacle has emerged to distributing covid  pills  pharmacies say they are losing money filling the prescriptions  and some say they won t stock them unless paid more https   t co ,1
433,estee lauder has suspended a top executive following backlash over a post on his personal instagram account that contained a racial slur and jokes about covid  https   t co ,1
585,as demand for covid  vaccines collapses in many areas of the u s   states are scrambling to use stockpiles of doses before they expire  millions of doses have already gone to waste  https   t co ,1
114,information for clinicians on therapeutic options for patients with covid ,0
1014,usa government a republic  coronavirus caused by   oprah raided   days of darkness intel   more,0
825,my parents are older  which puts them at higher risk for covid   and they don t live nearby  how can i help them if they get sick ,0
688,many lawmakers and staff say that something has shifted in the past two years that the changes brought on by covid  and the capitol riot have frayed relationships and shattered trust between members  in some cases beyond repair   elainejgodfrey reports  https   t co ,1
661,how long does it take to show symptoms ,0
771,is it safe to travel by airplane ,0
563,the legendary bollywood singer lata mangeshkar  who died last sunday from complications of covid   was a critical link to hindi cinema s past   https   t co pphqvxskyc,1
